X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,location_type,parent_station,wheelchair_boarding,Route,Route_Dir,Shelter,Bench,Schedule,Light,PK_MD_WE,jurisdiction_id,relative_position,cardinal_direction,primary_street,address_range,cross_location,Realtime
-89.3455401249513,43.1066864285762,28596,1605,1605,Commercial & North Lawn (EB),This stop (#1605) is eastbound on the 2799 block of Commercial Ave nearside North Lawn Ave,43.106684,-89.345541,MMT,0,,0,4,4 South Transfer,0,0,0,0,111,CMAD,3,90,Commercial,2799,North Lawn,0
-89.3688681918601,43.0786563821872,28597,1615,1615,Jenifer & S Paterson (EB),This stop (#1615) is eastbound on the 899 block of Jenifer St nearside Paterson St (S),43.078654,-89.368869,MMT,0,,1,"4, 7, 38","4 North Transfer, 7 East Transfer, 38 Pflaum Road",0,0,0,0,111,CMAD,3,90,Jenifer,899,S Paterson,0
-89.3824871979988,43.076011364305,28598,1618,1618,E Washington & N Webster (WB),This stop (#1618) is westbound on the 198 block of E Washington Ave farside Webster St (N),43.076009,-89.382488,MMT,0,,1,"6, 15, 23","6 West Transfer, 15 High Point, 23 Capitol Square",1,0,1,0,111,CMAD,1,270,E Washington,198,N Webster,0
-89.3367151630514,43.0921314288777,28599,1622,1622,Atwood & Oakridge (NB),This stop (#1622) is northbound on the 3300 block of Atwood Ave nearside Oakridge Ave,43.092129,-89.336716,MMT,0,,1,38,38 University Row,0,0,0,0,100,CMAD,3,0,Atwood,3300,Oakridge,0
-89.3618791531321,43.0938733992422,28600,1624,1624,N First & E Johnson (SB),This stop (#1624) is southbound on the 298 block of First St (N) farside Johnson St (E),43.093871,-89.36188,MMT,0,,1,None,None,0,0,0,0,000,CMAD,1,180,N First,298,E Johnson,0
-89.3503231323918,43.1034564196738,28601,1635,1635,North & E Johnson (NB),This stop (#1635) is northbound on the 301 block of North St farside Johnson St (E),43.103454,-89.350324,MMT,0,,1,28,28 North Transfer,0,0,0,0,110,CMAD,1,0,North,301,E Johnson,0
-89.3734421676043,43.0877723815457,28602,1636,1636,E Gorham & N Ingersoll (WB),This stop (#1636) is westbound on the 1100 block of Gorham St (E) nearside Ingersoll St (N),43.08777,-89.373443,MMT,0,,1,"2, 5, 28","2 West Transfer, 5 South Transfer, 28 West Transfer",1,0,1,0,111,CMAD,3,270,E Gorham,1100,N Ingersoll,0
-89.3378711535589,43.0960984310006,28603,1640,1640,S Fair Oaks & Capital City (SB),This stop (#1640) is southbound on the 168 block of Fair Oaks Ave (S) nearside Capitol City Path,43.096096,-89.337872,MMT,0,,1,7,7 West Transfer,0,0,0,0,111,CMAD,3,180,S Fair Oaks,168,Capital City,0
-89.3507051593428,43.0925424117013,28604,1643,1643,Eastwood & Division (EB),This stop (#1643) is eastbound on the 2051 block of Eastwood Dr farside Division St,43.09254,-89.350706,MMT,0,,1,"7, 38","7 East Transfer, 38 Pflaum Road",0,0,0,0,111,CMAD,1,90,Eastwood,2051,Division,0
-89.3588971710682,43.0873453986732,28605,1645,1645,Williamson & Rogers (EB),This stop (#1645) is eastbound on the 1501 block of Williamson St farside Rogers St,43.087343,-89.358898,MMT,0,,1,"4, 7","4 North Transfer, 7 East Transfer",0,0,0,0,111,CMAD,1,90,Williamson,1501,Rogers,0
-89.3702951758885,43.0847183838091,28606,1650,1650,E Washington & N Ingersoll (WB),This stop (#1650) is westbound on the 1098 block of E Washington Ave farside Ingersoll St (N),43.084716,-89.370296,MMT,0,,1,"6, 15","6 West Transfer, 15 High Point",1,0,1,1,111,CMAD,1,270,E Washington,1098,N Ingersoll,0
-89.3513801481879,43.0966524142,28607,1659,1659,Winnebago & Lafollette (NB),This stop (#1659) is northbound on the 2299 block of Winnebago St nearside Lafollette Ave,43.09665,-89.351381,MMT,0,,1,4,4 North Transfer,0,0,0,0,111,CMAD,3,0,Winnebago,2299,Lafollette,0
-89.3738281822165,43.0822393784394,28608,1660,1660,E Washington & N Paterson (WB),This stop (#1660) is westbound on the 898 block of E Washington Ave farside Paterson St (N),43.082237,-89.373829,MMT,0,,1,"6, 15","6 West Transfer, 15 High Point",0,0,0,0,111,CMAD,1,270,E Washington,898,N Paterson,0
-89.3805941793845,43.0827433699681,28609,1664,1664,E Gorham & N Blount (WB),This stop (#1664) is westbound on the 700 block of Gorham St (E) nearside Blount St (N),43.082741,-89.380595,MMT,0,,1,"2, 5, 28","2 West Transfer, 5 South Transfer, 28 West Transfer",0,0,0,0,111,CMAD,3,270,E Gorham,700,N Blount,0
-89.3566891425965,43.0983034088278,28610,1675,1675,E Johnson & N Fourth (EB),This stop (#1675) is eastbound on the 2201 block of Johnson St (E) farside Fourth St (N),43.098301,-89.35669,MMT,0,,1,"5, 28","5 East Transfer, 28 North Transfer",0,0,1,0,111,CMAD,1,90,E Johnson,2201,N Fourth,0
-89.346938156432,43.0938394176903,28611,1682,1682,Atwood & Ohio (WB),This stop (#1682) is westbound on the 2400 block of Atwood Ave nearside Ohio Ave,43.093837,-89.346939,MMT,0,,1,"7, 38","7 West Transfer, 38 University Row",0,1,0,0,111,CMAD,3,270,Atwood,2400,Ohio,0
-89.3617281804158,43.0836673937364,28612,1689,1689,Jenifer & S Baldwin (EB),This stop (#1689) is eastbound on the 1299 block of Jenifer St nearside Baldwin St (S),43.083665,-89.361729,MMT,0,,1,"4, 7, 38","4 North Transfer, 7 East Transfer, 38 Pflaum Road",0,0,1,0,111,CMAD,3,90,Jenifer,1299,S Baldwin,0
-89.3641951358996,43.1005804006065,28613,1692,1692,Fordem & Mcguire (SB),This stop (#1692) is southbound on the 2100 block of Fordem Ave farside Mcguire St,43.100578,-89.364196,MMT,0,,1,2,2 West Transfer,0,1,0,0,111,CMAD,1,180,Fordem,2100,Mcguire,0
-89.3533411723349,43.0870924052131,28614,1695,1695,Rutledge & Walton (EB),This stop (#1695) is eastbound on the 1799 block of Rutledge St nearside Walton Pl,43.08709,-89.353342,MMT,0,,0,38,38 Pflaum Road,0,0,0,0,100,CMAD,3,90,Rutledge,1799,Walton,0
-89.3690491777749,43.0841003847767,28615,1700,1700,S Ingersoll & E Washington (SB),This stop (#1700) is southbound on the 98 block of Ingersoll St (S) farside E Washington Ave,43.084098,-89.36905,MMT,0,,1,"6, 15","6 East Towne, 15 East Transfer",0,0,0,0,101,CMAD,1,180,S Ingersoll,98,E Washington,0
-89.3540061379359,43.1006204132121,28616,1704,1704,E Johnson & N Sixth (WB),This stop (#1704) is westbound on the 2400 block of Johnson St (E) nearside Sixth St (N),43.100618,-89.354007,MMT,0,,1,"5, 28","5 South Transfer, 28 West Transfer",1,0,1,0,111,CMAD,3,270,E Johnson,2400,N Sixth,0
-89.3634971534987,43.0936053969728,28617,1707,1707,Fordem & E Johnson (NB),This stop (#1707) is northbound on the 1601 block of Fordem Ave farside Johnson St (E),43.093603,-89.363498,MMT,0,,1,2,2 North Transfer,0,0,1,0,111,CMAD,1,0,Fordem,1601,E Johnson,0
-89.3637061131292,43.1094974059261,28618,1715,1715,N Sherman & Oxford (NB),This stop (#1715) is northbound on the 999 block of Sherman Ave (N) nearside Oxford Pl,43.109495,-89.363707,MMT,0,,0,2,2 North Transfer,0,0,0,0,111,CMAD,3,0,N Sherman,999,Oxford,0
-89.36383412732,43.1036244020506,28619,1717,1717,N Sherman & Fordem (NB),This stop (#1717) is northbound on the 301 block of Sherman Ave (N) farside Fordem Ave,43.103622,-89.363835,MMT,0,,1,2,2 North Transfer,0,0,1,0,111,CMAD,1,0,N Sherman,301,Fordem,0
-89.3412821584326,43.093960425077,28620,1718,1718,Atwood & S Fair Oaks (WB),This stop (#1718) is westbound on the 2998 block of Atwood Ave farside Fair Oaks (S),43.093958,-89.341283,MMT,0,,1,"7, 38","7 West Transfer, 38 University Row",0,0,0,0,111,CMAD,1,270,Atwood,2998,S Fair Oaks,0
-89.3723711957124,43.0773273775602,28621,1720,1720,Jenifer & Williamson (WB),This stop (#1720) is westbound on the 700 block of Jenifer St nearside Williamson St,43.077325,-89.372372,MMT,0,,1,"4, 7, 38","4 South Transfer, 7 West Transfer, 38 University Row",0,0,0,0,111,CMAD,3,270,Jenifer,700,Williamson,0
-89.3666881696195,43.0872683894115,28622,1730,1730,E Washington & N Baldwin (WB),This stop (#1730) is westbound on the 1298 block of E Washington Ave farside Baldwin St (N),43.087266,-89.366689,MMT,0,,1,"6, 15","6 West Transfer, 15 High Point",0,1,1,0,111,CMAD,1,270,E Washington,1298,N Baldwin,0
-89.3799322016686,43.0745333672595,28623,1737,1737,King & E Wilson (EB),This stop (#1737) is eastbound on the 299 block of King St nearside Wilson St (E),43.074531,-89.379933,MMT,0,,1,"4, 7, 38","4 North Transfer, 7 East Transfer, 38 Pflaum Road",0,0,0,0,111,CMAD,3,90,King,299,E Wilson,0
-89.3450291410349,43.1001144247189,28624,1746,1746,Milwaukee & Corry (WB),This stop (#1746) is westbound on the 2700 block of Milwaukee St opposite Corry St,43.100112,-89.34503,MMT,0,,1,"5, 15","5 South Transfer, 15 High Point",0,0,0,0,111,CMAD,4,270,Milwaukee,2700,Corry,0
-89.3465601409006,43.1001504225935,28625,1748,1748,Milwaukee & Farwell (WB),This stop (#1748) is westbound on the 2656 block of Milwaukee St nearside Farwell St,43.100148,-89.346561,MMT,0,,1,"5, 15","5 South Transfer, 15 High Point",0,0,0,0,111,CMAD,3,270,Milwaukee,2656,Farwell,0
-89.3634451826945,43.0827543911063,28626,1750,1750,Jenifer & S Few (WB),This stop (#1750) is westbound on the 1200 block of Jenifer St nearside Few St (S),43.082752,-89.363446,MMT,0,,1,"4, 7, 38","4 South Transfer, 7 West Transfer, 38 University Row",1,0,1,0,111,CMAD,3,270,Jenifer,1200,S Few,0
-89.3318161470451,43.0994074402652,28627,1751,1751,Milwaukee & N Fair Oaks (EB),This stop (#1751) is eastbound on the 3401 block of Milwaukee St farside Fair Oaks Ave (N),43.099405,-89.331817,MMT,0,,1,"5, 7, 15, 17","5 East Transfer, 7 East Transfer, 15 East Transfer, 17 East Transfer",0,0,1,0,111,CMAD,1,90,Milwaukee,3401,N Fair Oaks,0
-89.3394761275932,43.1063774359464,28628,1757,1757,E Washington & Aberg (EB),This stop (#1757) is eastbound on the 3099 block of E Washington Ave nearside Aberg Ave,43.106375,-89.339477,MMT,0,,1,6,6 East Towne,0,1,0,0,111,CMAD,3,90,E Washington,3099,Aberg,0
-89.3610711015884,43.1141074130665,28629,1759,1759,Aberg & Ruskin (EB),This stop (#1759) is eastbound on the 1801 block of Aberg Ave farside Ruskin St,43.114105,-89.361072,MMT,0,,1,"2, 22","2 North Transfer, 22 Mendota Loop",0,0,1,0,111,CMAD,1,90,Aberg,1801,Ruskin,0
-89.3508601458454,43.0980674160136,28630,1762,1762,S Sixth & E Washington (SB),This stop (#1762) is southbound on the 2 block of Sixth St (S) farside E Washington Ave,43.098065,-89.350861,MMT,0,,1,4,4 South Transfer,0,0,0,0,111,CMAD,1,180,S Sixth,2,E Washington,0
-89.3513961271859,43.105086419724,28631,1766,1766,North & Hoard (SB),This stop (#1766) is southbound on the 500 block of North St nearside Hoard St,43.105084,-89.351397,MMT,0,,0,28,28 West Transfer,0,0,0,0,110,CMAD,3,180,North,500,Hoard,0
-89.3693161629596,43.0897853875016,28632,1767,1767,N Baldwin & E Johnson (NB),This stop (#1767) is northbound on the 301 block of Baldwin St (N) farside Johnson St (E),43.089783,-89.369317,MMT,0,,1,2,2 North Transfer,0,1,1,0,111,CMAD,1,0,N Baldwin,301,E Johnson,0
-89.3432951325202,43.1038914286837,28633,1774,1774,Oak & E Washington (SB),This stop (#1774) is southbound on the 400 block of Oak St nearside E Washington Ave,43.103889,-89.343296,MMT,0,,1,4,4 South Transfer,1,0,1,0,111,CMAD,3,180,Oak,400,E Washington,0
-89.3429861313115,43.1040794296188,28634,1777,1777,Oak & E Washington (NB),This stop (#1777) is northbound on the 401 block of Oak St farside E Washington Ave,43.104077,-89.342987,MMT,0,,1,4,4 North Transfer,0,0,1,0,111,CMAD,1,0,Oak,401,E Washington,0
-89.3626941522568,43.0941243984594,28635,1780,1780,E Johnson & N First (WB),This stop (#1780) is westbound on the 1898 block of Johnson St (E) farside First St (N),43.094122,-89.362695,MMT,0,,1,"5, 28","5 South Transfer, 28 West Transfer",0,0,0,0,111,CMAD,1,270,E Johnson,1898,N First,0
-89.3512021654411,43.0900274096218,28636,1784,1784,Division & Oakridge (SB),This stop (#1784) is southbound on the 600 block of Division St farside Oakridge Ave,43.090025,-89.351203,MMT,0,,1,38,38 University Row,1,0,1,0,100,CMAD,1,180,Division,600,Oakridge,0
-89.3273811668017,43.091435439796,28637,1785,1785,Walter & Hargrove (NB),This stop (#1785) is northbound on the 301 block of Walter St nearside Hargrove St,43.091433,-89.327382,MMT,0,,1,"16, 31, 38","16 East Transfer, 31 East Transfer, 38 Pflaum Road",0,0,0,0,111,CMAD,3,0,Walter,301,Hargrove,0
-89.3268071563463,43.0958494444751,28638,1786,1786,Walter & Dawes (SB),This stop (#1786) is southbound on the 98 block of Walter St nearside Dawes St,43.095847,-89.326808,MMT,0,,1,"16, 31","16 South Transfer, 31 Marsh Road",0,0,0,0,111,CMAD,3,180,Walter,98,Dawes,0
-89.3823021993553,43.0750353638444,28639,1787,1787,S Pinckney & E Main (NB),This stop (#1787) is northbound on the 99 block of Pinckney St (S) farside Main St (E),43.075033,-89.382303,MMT,0,,1,"2, 4, 5, 6, 7, 8, 15, 23, 70, 72, 75","2 North Transfer, 4 South Transfer, 5 East Transfer, 6 East Towne, 7 West Transfer, 8 Capitol Square, 8 Spring Harbor, 15 East Transfer, 23 Sun Prairie, 70 Capitol Square, 70 Middleton, 72 Capitol Square, 72 Middleton, 75 Capitol Square, 75 Verona",1,0,1,1,111,CMAD,1,0,S Pinckney,99,E Main,1
-89.38618020404,43.0734073590077,28640,1790,1790,W Washington & N Fairchild (WB),This stop (#1790) is westbound on the 198 block of W Washington Ave nearside Fairchild St (N),43.073405,-89.386181,MMT,0,,1,"5, 8, 15, 70, 72, 75","5 South Transfer, 8 Spring Harbor, 15 High Point, 70 Middleton, 72 Middleton, 75 Verona",1,0,1,0,111,CMAD,3,270,W Washington,198,N Fairchild,0
-89.3817061846626,43.0809443684441,28641,1791,1791,N Blair & E Johnson (NB),This stop (#1791) is northbound on the 301 block of Blair St (N) farside Johnson St (E),43.080942,-89.381707,MMT,0,,1,81,81 U.W. Campus,0,0,0,0,001,CMAD,1,0,N Blair,301,E Johnson,0
-89.3672531602624,43.0909123913581,28642,1798,1798,E Johnson & N Dickinson (WB),This stop (#1798) is westbound on the 1400 block of Johnson St (E) nearside Dickinson St (N),43.09091,-89.367254,MMT,0,,1,"2, 5, 28","2 West Transfer, 5 South Transfer, 28 West Transfer",1,0,1,0,111,CMAD,3,270,E Johnson,1400,N Dickinson,0
-89.3266251623166,43.0932704429563,28643,1809,1809,Walter & Richard (NB),This stop (#1809) is northbound on the 201 block of Walter St nearside Richard St,43.093268,-89.326626,MMT,0,,1,"16, 31","16 East Transfer, 31 East Transfer",0,0,0,0,111,CMAD,3,0,Walter,201,Richard,0
-89.3587401466235,43.0970594051702,28644,1812,1812,E Johnson & N Third (WB),This stop (#1812) is westbound on the 2100 block of Johnson St (E) nearside Third St (N),43.097057,-89.358741,MMT,0,,1,"5, 28","5 South Transfer, 28 West Transfer",1,0,1,0,111,CMAD,3,270,E Johnson,2100,N Third,0
-89.3590731792978,43.0842923966447,28645,1813,1813,Spaight & S Dickinson (EB),This stop (#1813) is eastbound on the 1399 block of Spaight St nearside Dickinson St (S),43.08429,-89.359074,MMT,0,,1,38,38 Pflaum Road,0,0,0,0,100,CMAD,3,90,Spaight,1399,S Dickinson,0
-89.3821692011171,43.0744493643515,28646,1823,1823,E Main & S Pinckney (EB),This stop (#1823) is eastbound on the 99 block of Main St (E) nearside Pinckney St (S),43.074447,-89.38217,MMT,0,,1,"4, 7, 38","4 North Transfer, 7 East Transfer, 38 Pflaum Road",1,0,1,1,111,CMAD,3,90,E Main,99,S Pinckney,1
-89.3566221628851,43.0904334034937,28647,1830,1830,Winnebago & S First (SB),This stop (#1830) is southbound on the 1904 block of Winnebago St nearside First St (S),43.090431,-89.356623,MMT,0,,1,"4, 7","4 South Transfer, 7 West Transfer",0,0,0,0,111,CMAD,3,180,Winnebago,1904,S First,0
-89.3812001841773,43.0807923689554,28648,1831,1831,E Johnson & N Blair (EB),This stop (#1831) is eastbound on the 601 block of Johnson St (E) farside Blair St (N),43.08079,-89.381201,MMT,0,,1,"2, 5, 28","2 North Transfer, 5 East Transfer, 28 North Transfer",0,0,1,0,111,CMAD,1,90,E Johnson,601,N Blair,0
-89.3770611731784,43.0852313754316,28649,1834,1834,E Gorham & N Paterson (WB),This stop (#1834) is westbound on the 900 block of Gorham St (E) nearside Paterson St (N),43.085229,-89.377062,MMT,0,,1,"2, 5, 28","2 West Transfer, 5 South Transfer, 28 West Transfer",1,0,1,0,111,CMAD,3,270,E Gorham,900,N Paterson,0
-89.3684091444116,43.0969203928162,28650,1838,1838,Sherman & Sherman (WB),This stop (#1838) is westbound on the 1660 block of Sherman Ave nearside Sherman Ter,43.096918,-89.36841,MMT,0,,1,2,2 West Transfer,1,0,1,0,111,CMAD,3,270,Sherman,1660,Sherman,0
-89.3767341990558,43.0756063708244,28651,1839,1839,E Wilson & S Franklin (EB),This stop (#1839) is eastbound on the 499 block of Wilson St (E) nearside Franklin St (S),43.075604,-89.376735,MMT,0,,1,"4, 7, 38","4 North Transfer, 7 East Transfer, 38 Pflaum Road",0,0,0,0,111,CMAD,3,90,E Wilson,499,S Franklin,0
-89.361706152782,43.094267399598,28652,1843,1843,E Johnson & N First (EB),This stop (#1843) is eastbound on the 1901 block of Johnson St (E) farside First St (N),43.094265,-89.361707,MMT,0,,1,"5, 28","5 East Transfer, 28 North Transfer",0,0,0,0,111,CMAD,1,90,E Johnson,1901,N First,0
-89.3515511448844,43.0983004147922,28653,1846,1846,E Washington & N Sixth (WB),This stop (#1846) is westbound on the 2398 block of E Washington Ave farside Sixth St (N),43.098298,-89.351552,MMT,0,,1,"6, 15","6 West Transfer, 15 High Point",0,1,0,0,111,CMAD,1,270,E Washington,2398,N Sixth,0
-89.3389281431572,43.099958431686,28654,1848,1848,Milwaukee & Starkweather (WB),This stop (#1848) is westbound on the 2998 block of Milwaukee St farside Starkweather Path,43.099956,-89.338929,MMT,0,,1,"5, 15","5 South Transfer, 15 High Point",0,0,0,0,111,CMAD,1,270,Milwaukee,2998,Starkweather,0
-89.3596951572889,43.0926194010109,28655,1849,1849,N First & E Washington (NB),This stop (#1849) is northbound on the 1 block of First St (N) farside E Washington Ave,43.092617,-89.359696,MMT,0,,1,None,None,0,0,0,0,000,CMAD,1,0,N First,1,E Washington,0
-89.3472811236969,43.1069104263305,28656,1852,1852,Commercial & Kedzie (WB),This stop (#1852) is westbound on the 2700 block of Commercial Ave nearside Kedzie St,43.106908,-89.347282,MMT,0,,1,4,4 North Transfer,0,0,0,0,111,CMAD,3,270,Commercial,2700,Kedzie,0
-89.335458144533,43.0996694361051,28657,1855,1855,Milwaukee & S Bryan (EB),This stop (#1855) is eastbound on the 3201 block of Milwaukee St farside Bryan St (S),43.099667,-89.335459,MMT,0,,1,"5, 15","5 East Transfer, 15 East Transfer",0,0,0,0,111,CMAD,1,90,Milwaukee,3201,S Bryan,0
-89.3803391983656,43.0759393671051,28658,1870,1870,S Butler & E Main (SB),This stop (#1870) is southbound on the 98 block of Butler St (S) nearside Main St (E),43.075937,-89.38034,MMT,0,,1,None,None,0,0,0,0,000,CMAD,3,180,S Butler,98,E Main,0
-89.3818842058262,43.0728153635154,28659,1872,1872,M L K Junior & City-county (SB),This stop (#1872) is southbound on the 200 block of Martin Luther King Jr Blvd adjacent City-county Bldg,43.072813,-89.381885,MMT,0,,1,12,"12 Dutch Mill, 12 West Transfer",0,0,0,0,100,CMAD,2,180,M L K Junior,200,City-county,0
-89.3309731419948,43.1014834434255,28660,1873,1873,N Fair Oaks & Chicago (NB),This stop (#1873) is northbound on the 201 block of Fair Oaks Ave (N) nearside Chicago Ave,43.101481,-89.330974,MMT,0,,1,17,17 North Transfer,0,0,0,0,111,CMAD,3,0,N Fair Oaks,201,Chicago,0
-89.3633431006493,43.1141264093272,28661,1877,1877,Aberg & N Sherman (EB),This stop (#1877) is eastbound on the 1701 block of Aberg Ave farside Sherman Ave (N),43.114124,-89.363344,MMT,0,,1,"2, 22","2 North Transfer, 22 Mendota Loop",0,0,0,0,111,CMAD,1,90,Aberg,1701,N Sherman,0
-89.3652481849514,43.0814843880667,28662,1878,1878,Jenifer & S Ingersoll (WB),This stop (#1878) is westbound on the 1100 block of Jenifer St nearside Ingersoll St (S),43.081482,-89.365249,MMT,0,,1,"4, 7, 38","4 South Transfer, 7 West Transfer, 38 University Row",0,1,1,0,111,CMAD,3,270,Jenifer,1100,S Ingersoll,0
-89.3657991692516,43.0873843907103,28663,1883,1883,E Washington & S Baldwin (EB),This stop (#1883) is eastbound on the 1301 block of E Washington Ave farside Baldwin St (S),43.087382,-89.3658,MMT,0,,1,"6, 15","6 East Towne, 15 East Transfer",0,0,1,0,111,CMAD,1,90,E Washington,1301,S Baldwin,0
-89.3269451503127,43.0982894461122,28664,1886,1886,Milwaukee & Walter (WB),This stop (#1886) is westbound on the 3510 block of Milwaukee St farside Walter St,43.098287,-89.326946,MMT,0,,1,"5, 7, 15, 17","5 South Transfer, 7 West Transfer, 15 High Point, 17 North Transfer",0,0,0,0,111,CMAD,1,270,Milwaukee,3510,Walter,0
-89.327850166927,43.0913554394079,28665,1890,1890,Walter & Hargrove (SB),This stop (#1890) is southbound on the 300 block of Walter St farside Hargrove St,43.091353,-89.327851,MMT,0,,1,"16, 31, 38","16 South Transfer, 31 Marsh Road, 38 University Row",0,0,0,0,111,CMAD,1,180,Walter,300,Hargrove,0
-89.3645231554828,43.0927913951211,28666,1892,1892,E Johnson & Fordem (WB),This stop (#1892) is westbound on the 1698 block of Johnson St (E) farside Fordem Ave,43.092789,-89.364524,MMT,0,,1,"2, 5, 28","2 West Transfer, 5 South Transfer, 28 West Transfer",1,0,1,0,111,CMAD,1,270,E Johnson,1698,Fordem,0
-89.3439121570125,43.0939984219168,28667,1894,1894,Atwood & Waubesa (WB),This stop (#1894) is westbound on the 2798 block of Atwood Ave farside Waubesa St,43.093996,-89.343913,MMT,0,,1,"7, 38","7 West Transfer, 38 University Row",0,0,0,0,111,CMAD,1,270,Atwood,2798,Waubesa,0
-89.3578101018936,43.1140794171072,28668,1895,1895,Aberg & Loftsgordan (EB),This stop (#1895) is eastbound on the 2001 block of Aberg Ave farside Loftsgordan Ave,43.114077,-89.357811,MMT,0,,1,"4, 17, 20, 21, 28","4 South Transfer, 17 East Transfer, 20 East Towne, 21 Lakeview Loop, 28 West Transfer",0,0,0,0,111,CMAD,1,90,Aberg,2001,Loftsgordan,0
-89.3562761637354,43.0904414036861,28669,1901,1901,Winnebago & S First (NB),This stop (#1901) is northbound on the 1899 block of Winnebago St farside First St (S),43.090439,-89.356277,MMT,0,,1,"4, 7","4 North Transfer, 7 East Transfer",0,0,0,0,111,CMAD,1,0,Winnebago,1899,S First,0
-89.3367031643264,43.0918804288202,28670,1907,1907,Atwood & Oakridge (SB),This stop (#1907) is southbound on the 3301 block of Atwood Ave farside Oakridge Ave,43.091878,-89.336704,MMT,0,,1,38,38 Pflaum Road,0,0,0,0,100,CMAD,1,180,Atwood,3301,Oakridge,0
-89.3387431433722,43.0997434316923,28671,1919,1919,Milwaukee & Starkweather (EB),This stop (#1919) is eastbound on the 2999 block of Milwaukee St nearside Starkweather Path,43.099741,-89.338744,MMT,0,,1,"5, 15","5 East Transfer, 15 East Transfer",0,0,0,0,111,CMAD,3,90,Milwaukee,2999,Starkweather,0
-89.3639491011815,43.113956408373,28672,1922,1922,N Sherman & Aberg (SB),This stop (#1922) is southbound on the 1298 block of Sherman Ave (N) farside Aberg Ave,43.113954,-89.36395,MMT,0,,1,2,2 West Transfer,0,0,1,0,111,CMAD,1,180,N Sherman,1298,Aberg,0
-89.3637701194602,43.1066774045536,28673,1923,1923,N Sherman & Commercial (NB),This stop (#1923) is northbound on the 599 block of Sherman Ave (N) nearside Commercial Ave,43.106675,-89.363771,MMT,0,,1,2,2 North Transfer,0,0,1,0,111,CMAD,3,0,N Sherman,599,Commercial,0
-89.3751261847694,43.0808073757764,28674,1927,1927,E Washington & S Livingston (EB),This stop (#1927) is eastbound on the 799 block of E Washington Ave nearside Livingston St (S),43.080805,-89.375127,MMT,0,,1,"6, 15, 23","6 East Towne, 15 East Transfer, 23 Sun Prairie",0,0,1,0,111,CMAD,3,90,E Washington,799,S Livingston,0
-89.3576861677636,43.0886344007031,28675,1935,1935,Winnebago & Riverside (NB),This stop (#1935) is northbound on the 1625 block of Winnebago St farside Riverside Dr,43.088632,-89.357687,MMT,0,,1,"4, 7","4 North Transfer, 7 East Transfer",0,0,0,0,111,CMAD,1,0,Winnebago,1625,Riverside,0
-89.3726981572103,43.0916933843333,28676,1936,1936,N Baldwin & Sherman (SB),This stop (#1936) is southbound on the 498 block of Baldwin St (N) farside Sherman Ave,43.091691,-89.372699,MMT,0,,1,2,2 West Transfer,0,0,1,0,111,CMAD,1,180,N Baldwin,498,Sherman,0
-89.3420101318493,43.1044904314094,28677,1938,1938,E Washington & N Marquette (WB),This stop (#1938) is westbound on the 3050 block of E Washington Ave nearside Marquette St (N),43.104488,-89.342011,MMT,0,,1,6,6 West Transfer,0,1,1,0,111,CMAD,3,270,E Washington,3050,N Marquette,0
-89.3507931331046,43.1030364185449,28678,1944,1944,E Johnson & North (WB),This stop (#1944) is westbound on the 2598 block of Johnson St (E) farside North St,43.103034,-89.350794,MMT,0,,1,"5, 28","5 South Transfer, 28 West Transfer",0,0,0,0,111,CMAD,1,270,E Johnson,2598,North,0
-89.3540681391545,43.1002894128927,28679,1949,1949,E Johnson & N Sixth (EB),This stop (#1949) is eastbound on the 2399 block of Johnson St (E) nearside Sixth St (N),43.100287,-89.354069,MMT,0,,1,"5, 28","5 East Transfer, 28 North Transfer",0,0,0,0,111,CMAD,3,90,E Johnson,2399,N Sixth,0
-89.3666941880349,43.0801953855156,28680,1959,1959,Jenifer & S Brearly (EB),This stop (#1959) is eastbound on the 1001 block of Jenifer St farside Brearly St (S),43.080193,-89.366695,MMT,0,,1,"4, 7, 38","4 North Transfer, 7 East Transfer, 38 Pflaum Road",0,0,1,0,111,CMAD,1,90,Jenifer,1001,S Brearly,0
-89.3547931596642,43.0919544071515,28681,1963,1963,Atwood & Winnebago (EB),This stop (#1963) is eastbound on the 2001 block of Atwood Ave farside Winnebago St,43.091952,-89.354794,MMT,0,,1,7,7 East Transfer,0,0,0,0,111,CMAD,1,90,Atwood,2001,Winnebago,0
-89.3842141901933,43.0786533634451,28682,1966,1966,N Hamilton & E Johnson (SB),This stop (#1966) is southbound on the 298 block of Hamilton St (N) farside Johnson St (E),43.078651,-89.384215,MMT,0,,1,"2, 5","2 West Transfer, 5 South Transfer",0,0,1,0,111,CMAD,1,180,N Hamilton,298,E Johnson,0
-89.364131129149,43.1031954018604,28683,1968,1968,N Sherman & Fordem (SB),This stop (#1968) is southbound on the 300 block of Sherman Ave (N) nearside Fordem Ave,43.103193,-89.364132,MMT,0,,1,2,2 West Transfer,0,0,1,0,111,VMAP,3,180,N Sherman,300,Fordem,0
-89.3428111252904,43.1066214320036,28684,1973,1973,Oak & Commercial (NB),This stop (#1973) is northbound on the 599 block of Oak St nearside Commercial Ave,43.106619,-89.342812,MMT,0,,1,4,4 North Transfer,0,0,0,0,111,CMAD,3,0,Oak,599,Commercial,0
